"Original.code";"Original.title";"Action";"Text.change";"Current.code";"Current.title"
"263";11.1002;"System, Networking, and LAN/WAN Management/Manager.";"No substantive changes";"No";11.1002;"System, Networking, and LAN/WAN Management/Manager. "
"264";11.1003;"Computer and Information Systems Security.";"No substantive changes";"Yes";11.1003;"Computer and Information Systems Security/Information Assurance. "
"265";11.1004;"Web/Multimedia Management and Webmaster.";"No substantive changes";"No";11.1004;"Web/Multimedia Management and Webmaster. "
"266";NA;"";"New";"No";11.1005;"Information Technology Project Management. "
"267";NA;"";"New";"No";11.1006;"Computer Support Specialist. "
"268";11.1099;"Computer/Information Technology Services Administration andManagement, Other.";"No substantive changes";"No";11.1099;"Computer/Information Technology Services Administration and Management, Other. "
"269";11.99;"Computer and Information Sciences and Support Services, Other.";"No substantive changes";"No";11.99;"Computer and Information Sciences and Support Services, Other. "
"270";11.9999;"Computer and Information Sciences and Support Services, Other.";"No substantive changes";"No";11.9999;"Computer and Information Sciences and Support Services, Other. "
"271";12;"PERSONAL AND CULINARY SERVICES.";"No substantive changes";"No";12;"PERSONAL AND CULINARY SERVICES. "
"272";12.03;"Funeral Service and Mortuary Science.";"No substantive changes";"No";12.03;"Funeral Service and Mortuary Science. "
"273";12.0301;"Funeral Service and Mortuary Science, General.";"No substantive changes";"No";12.0301;"Funeral Service and Mortuary Science, General. "
"274";12.0302;"Funeral Direction/Service.";"No substantive changes";"No";12.0302;"Funeral Direction/Service. "
"275";12.0303;"Mortuary Science and Embalming/Embalmer.";"No substantive changes";"No";12.0303;"Mortuary Science and Embalming/Embalmer. "
"276";12.0399;"Funeral Service and Mortuary Science, Other.";"No substantive changes";"No";12.0399;"Funeral Service and Mortuary Science, Other. "
"277";12.04;"Cosmetology and Related Personal Grooming Services.";"No substantive changes";"No";12.04;"Cosmetology and Related Personal Grooming Services. "
"278";12.0401;"Cosmetology/Cosmetologist, General.";"No substantive changes";"No";12.0401;"Cosmetology/Cosmetologist, General. "
"279";12.0402;"Barbering/Barber.";"No substantive changes";"No";12.0402;"Barbering/Barber. "
"280";12.0404;"Electrolysis/Electrology and Electrolysis Technician.";"No substantive changes";"No";12.0404;"Electrolysis/Electrology and Electrolysis Technician. "
"281";12.0406;"Make-Up Artist/Specialist.";"No substantive changes";"No";12.0406;"Make-Up Artist/Specialist. "
"282";12.0407;"Hair Styling/Stylist and Hair Design.";"No substantive changes";"No";12.0407;"Hair Styling/Stylist and Hair Design. "
"283";12.0408;"Facial Treatment Specialist/Facialist.";"No substantive changes";"No";12.0408;"Facial Treatment Specialist/Facialist. "
"284";12.0409;"Aesthetician/Esthetician and Skin Care Specialist.";"No substantive changes";"No";12.0409;"Aesthetician/Esthetician and Skin Care Specialist. "
"285";12.041;"Nail Technician/Specialist and Manicurist.";"No substantive changes";"No";12.041;"Nail Technician/Specialist and Manicurist. "
"286";12.0411;"Permanent Cosmetics/Makeup and Tattooing.";"No substantive changes";"No";12.0411;"Permanent Cosmetics/Makeup and Tattooing. "
"287";12.0412;"Salon/Beauty Salon Management/Manager.";"No substantive changes";"No";12.0412;"Salon/Beauty Salon Management/Manager. "
"288";12.0413;"Cosmetology, Barber/Styling, and Nail Instructor.";"No substantive changes";"No";12.0413;"Cosmetology, Barber/Styling, and Nail Instructor. "
"289";NA;"";"New";"No";12.0414;"Master Aesthetician/Esthetician. "
"290";12.0499;"Cosmetology and Related Personal Grooming Arts, Other.";"No substantive changes";"No";12.0499;"Cosmetology and Related Personal Grooming Arts, Other. "
"291";12.05;"Culinary Arts and Related Services.";"No substantive changes";"No";12.05;"Culinary Arts and Related Services. "
"292";12.05;"Cooking and Related Culinary Arts, General.";"No substantive changes";"No";12.05;"Cooking and Related Culinary Arts, General. "
"293";12.0501;"Baking and Pastry Arts/Baker/Pastry Chef.";"No substantive changes";"No";12.0501;"Baking and Pastry Arts/Baker/Pastry Chef. "
"294";12.0502;"Bartending/Bartender.";"No substantive changes";"No";12.0502;"Bartending/Bartender. "
"295";12.0503;"Culinary Arts/Chef Training.";"No substantive changes";"No";12.0503;"Culinary Arts/Chef Training. "
"296";12.0504;"Restaurant, Culinary, and Catering Management/Manager.";"No substantive changes";"No";12.0504;"Restaurant, Culinary, and Catering Management/Manager. "
"297";12.0505;"Food Preparation/Professional Cooking/Kitchen Assistant.";"No substantive changes";"No";12.0505;"Food Preparation/Professional Cooking/Kitchen Assistant. "
"298";12.0506;"Meat Cutting/Meat Cutter.";"No substantive changes";"No";12.0506;"Meat Cutting/Meat Cutter. "
"299";12.0507;"Food Service, Waiter/Waitress, and Dining Room Management/Manager.";"No substantive changes";"No";12.0507;"Food Service, Waiter/Waitress, and Dining Room Management/Manager. "
"300";12.0508;"Institutional Food Workers.";"No substantive changes";"No";12.0508;"Institutional Food Workers. "
"301";NA;"";"New";"No";12.0509;"Culinary Science/Culinology. "
"302";NA;"";"New";"No";12.051;"Wine Steward/Sommelier. "
"303";12.0599;"Culinary Arts and Related Services, Other.";"No substantive changes";"No";12.0599;"Culinary Arts and Related Services, Other. "
"304";12.99;"Personal and Culinary Services, Other.";"No substantive changes";"No";12.99;"Personal and Culinary Services, Other. "
"305";12.9999;"Personal and Culinary Services, Other.";"No substantive changes";"No";12.9999;"Personal and Culinary Services, Other. "
"306";13;"EDUCATION.";"No substantive changes";"No";13;"EDUCATION. "
"307";13.01;"Education, General.";"No substantive changes";"No";13.01;"Education, General. "
"308";13.0101;"Education, General.";"No substantive changes";"No";13.0101;"Education, General. "
"309";13.02;"Bilingual, Multilingual, and Multicultural Education.";"No substantive changes";"No";13.02;"Bilingual, Multilingual, and Multicultural Education. "
"310";13.0201;"Bilingual and Multilingual Education.";"No substantive changes";"No";13.0201;"Bilingual and Multilingual Education. "
"311";13.0202;"Multicultural Education.";"No substantive changes";"No";13.0202;"Multicultural Education. "
"312";13.0203;"Indian/Native American Education.";"No substantive changes";"No";13.0203;"Indian/Native American Education. "
"313";13.0299;"Bilingual, Multilingual, and Multicultural Education, Other.";"No substantive changes";"No";13.0299;"Bilingual, Multilingual, and Multicultural Education, Other. "
"314";13.03;"Curriculum and Instruction.";"No substantive changes";"No";13.03;"Curriculum and Instruction. "
"315";13.0301;"Curriculum and Instruction.";"No substantive changes";"No";13.0301;"Curriculum and Instruction. "
"316";13.04;"Educational Administration and Supervision.";"No substantive changes";"No";13.04;"Educational Administration and Supervision. "
"317";13.0401;"Educational Leadership and Administration, General.";"No substantive changes";"No";13.0401;"Educational Leadership and Administration, General. "
"318";13.0402;"Administration of Special Education.";"No substantive changes";"No";13.0402;"Administration of Special Education. "
"319";13.0403;"Adult and Continuing Education Administration.";"No substantive changes";"No";13.0403;"Adult and Continuing Education Administration. "
"320";13.0404;"Educational, Instructional, and Curriculum Supervision.";"No substantive changes";"No";13.0404;"Educational, Instructional, and Curriculum Supervision. "
"321";13.0406;"Higher Education/Higher Education Administration.";"No substantive changes";"No";13.0406;"Higher Education/Higher Education Administration. "
"322";13.0407;"Community College Education.";"No substantive changes";"No";13.0407;"Community College Education. "
"323";13.0408;"Elementary and Middle School Administration/Principalship.";"No substantive changes";"No";13.0408;"Elementary and Middle School Administration/Principalship. "
"324";13.0409;"Secondary School Administration/Principalship.";"No substantive changes";"No";13.0409;"Secondary School Administration/Principalship. "
"325";13.041;"Urban Education and Leadership.";"No substantive changes";"No";13.041;"Urban Education and Leadership. "
"326";13.0411;"Superintendency and Educational System Administration.";"No substantive changes";"No";13.0411;"Superintendency and Educational System Administration. "
"327";13.0499;"Educational Administration and Supervision, Other.";"No substantive changes";"No";13.0499;"Educational Administration and Supervision, Other. "
"328";13.05;"Educational/Instructional Media Design.";"No substantive changes";"No";13.05;"Educational/Instructional Media Design. "
"329";13.0501;"Educational/Instructional Media Design.";"No substantive changes";"Yes";13.0501;"Educational/Instructional Technology. "
"330";13.06;"Educational Assessment, Evaluation, and Research.";"No substantive changes";"No";13.06;"Educational Assessment, Evaluation, and Research. "
"331";13.0601;"Educational Evaluation and Research.";"No substantive changes";"No";13.0601;"Educational Evaluation and Research. "
"332";13.0603;"Educational Statistics and Research Methods.";"No substantive changes";"No";13.0603;"Educational Statistics and Research Methods. "
"333";13.0604;"Educational Assessment, Testing, and Measurement.";"No substantive changes";"No";13.0604;"Educational Assessment, Testing, and Measurement. "
"334";NA;"";"New";"No";13.0607;"Learning Sciences. "
"335";13.0699;"Educational Assessment, Evaluation, and Research, Other.";"No substantive changes";"No";13.0699;"Educational Assessment, Evaluation, and Research, Other. "
"336";13.07;"International and Comparative Education.";"No substantive changes";"No";13.07;"International and Comparative Education. "
"337";13.0701;"International and Comparative Education.";"No substantive changes";"No";13.0701;"International and Comparative Education. "
"338";13.09;"Social and Philosophical Foundations of Education.";"No substantive changes";"No";13.09;"Social and Philosophical Foundations of Education. "
"339";13.0901;"Social and Philosophical Foundations of Education.";"No substantive changes";"No";13.0901;"Social and Philosophical Foundations of Education. "
"340";13.1;"Special Education and Teaching.";"No substantive changes";"No";13.1;"Special Education and Teaching. "
"341";13.1001;"Special Education and Teaching, General.";"No substantive changes";"No";13.1001;"Special Education and Teaching, General. "
"342";13.1003;"Education/Teaching of Individuals with Hearing Impairments Including Deafness.";"No substantive changes";"No";13.1003;"Education/Teaching of Individuals with Hearing Impairments Including Deafness. "
"343";13.1004;"Education/Teaching of the Gifted and Talented.";"No substantive changes";"No";13.1004;"Education/Teaching of the Gifted and Talented. "
"344";13.1005;"Education/Teaching of Individuals with Emotional Disturbances.";"No substantive changes";"No";13.1005;"Education/Teaching of Individuals with Emotional Disturbances. "
"345";13.1006;"Education/Teaching of Individuals with Mental Retardation.";"No substantive changes";"No";13.1006;"Education/Teaching of Individuals with Mental Retardation. "
"346";13.1007;"Education/Teaching of Individuals with Multiple Disabilities.";"No substantive changes";"No";13.1007;"Education/Teaching of Individuals with Multiple Disabilities. "
"347";13.1008;"Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.";"No substantive changes";"No";13.1008;"Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments. "
"348";13.1009;"Education/Teaching of Individuals with Vision Impairments Including Blindness.";"No substantive changes";"No";13.1009;"Education/Teaching of Individuals with Vision Impairments Including Blindness. "
"349";13.1011;"Education/Teaching of Individuals with Specific Learning Disabilities.";"No substantive changes";"No";13.1011;"Education/Teaching of Individuals with Specific Learning Disabilities. "
"350";13.1012;"Education/Teaching of Individuals with Speech or Language Impairments.";"No substantive changes";"No";13.1012;"Education/Teaching of Individuals with Speech or Language Impairments. "
"351";13.1013;"Education/Teaching of Individuals with Autism.";"No substantive changes";"No";13.1013;"Education/Teaching of Individuals with Autism. "
"352";13.1014;"Education/Teaching of Individuals Who are Developmentally Delayed.";"No substantive changes";"No";13.1014;"Education/Teaching of Individuals Who are Developmentally Delayed. "
"353";13.1015;"Education/Teaching of Individuals in Early Childhood Special Education Programs.";"No substantive changes";"No";13.1015;"Education/Teaching of Individuals in Early Childhood Special Education Programs. "
"354";13.1016;"Education/Teaching of Individuals with Traumatic Brain Injuries.";"No substantive changes";"No";13.1016;"Education/Teaching of Individuals with Traumatic Brain Injuries. "
"355";NA;"";"New";"No";13.1017;"Education/Teaching of Individuals in Elementary Special Education Programs. "
"356";NA;"";"New";"No";13.1018;"Education/Teaching of Individuals in Junior High/Middle School Special Education Programs. "
