"CIPFamily";"CIPCode";"Action";"TextChange";"CIPTitle";"CIPDefinition";"CrossReferences";"Examples"
"1346";43;43.0104;"No substantive changes";"no";"Criminal Justice/Safety Studies.";"A program that focuses on the criminal justice system, its organizational components and processes, and its legal and public policy contexts.  Includes instruction in criminal law and policy, police and correctional systems organization, the administration of justice and the judiciary, and public attitudes regarding criminal justice issues.";"45.0401 - Criminology.";"Examples: - Neuropsychology "
"1347";43;43.0106;"No substantive changes";"yes";"Forensic Science and Technology.";"A program that focuses on the application of the physical, biomedical, and social sciences to the analysis and evaluation of physical evidence, human testimony and criminal suspects. Includes instruction in forensic medicine, forensic dentistry, anthropology, psychology, entomology, pathology, forensic laboratory technology and autopsy procedures, DNA and blood pattern analysis, crime scene analysis, crime scene photography, fingerprint technology, document analysis, witness and suspect examination procedures, applicable law and regulations, and professional standards and ethics.";"40.0510 - Forensic Chemistry., 42.2812 - Forensic Psychology.";"Examples: - Neuropsychology "
"1348";43;43.0107;"No substantive changes";"no";"Criminal Justice/Police Science.";"A program that prepares individuals to perform the duties of police and public security officers, including patrol and investigative activities, traffic control, crowd control and public relations, witness interviewing, evidence collection and management, basic crime prevention methods, weapon and equipment operation and maintenance, report preparation and other routine law enforcement responsibilities.";"";"Examples: - Neuropsychology "
"1349";43;43.0109;"No substantive changes";"no";"Security and Loss Prevention Services.";"A program that prepares individuals to perform routine inspection, patrol and crime prevention services for private clients.  Includes instruction in the provision of personal protection as well as property security.";"";"Examples: - Neuropsychology "
"1350";43;43.011;"No substantive changes";"no";"Juvenile Corrections.";"A program that prepares individuals to specialize in the provision of correction services to underage minor populations.  Includes instruction in corrections, juvenile delinquency, juvenile development and psychology, juvenile law and justice administration, social services, record-keeping procedures, and communication skills.";"";"Examples: - Neuropsychology "
"1351";43;43.0111;"No substantive changes";"no";"Criminalistics and Criminal Science.";"A program that focuses on the application of clinical and criminal laboratory science, investigative techniques, and criminology to the reconstruction of crimes and the analysis of physical evidence. Includes instruction in laboratory science, laboratory procedures, criminology and police science, evidentiary testing and analysis, computer applications, record-keeping, reconstruction techniques, evidence handling and storage, and applications to specific types of evidence and crimes.";"";"Examples: - Neuropsychology "
"1352";43;43.0112;"No substantive changes";"no";"Securities Services Administration/Management.";"A program that prepares individuals to plan, manage, and supervise services providing private security protection for people and property and related investigative and consulting functions.  Includes instruction in security and loss prevention services, private security and investigation techniques, security technologies, personnel management, business operations, marketing, applicable law and regulations, and client relations.";"";"Examples: - Business and Organizational Security Management "
"1353";43;43.0113;"No substantive changes";"no";"Corrections Administration.";"A program that prepares individuals to plan and manage institutional facilities and programs for housing and rehabilitating prisoners in the public and/or private sectors.  Includes instruction in the principles and practice of correction, facilities planning and management, safety and security, social and health services, staff and inmate management, budgeting, communication skills, correctional psychology, and applications to specific types of correctional facilities approaches.";"";"Examples: - Business and Organizational Security Management "
"1354";43;43.0114;"New";"no";"Law Enforcement Investigation and Interviewing.";"A program focusing on the principles, procedures, techniques, legal concerns, and problems associated with a criminal investigation.  Includes instruction in administrative law and procedures, courtroom evidence management and preparation, case presentation and court testimony, description and identification, state and federal criminal law and procedures, informant and suspect rights, officer liability, informant and witness management, victim awareness, tactical interviewing, psychology, criminal investigation methods and procedures, report writing and documentation, investigative techniques, and case management.";"";"Examples: - Business and Organizational Security Management "
"1355";43;43.0115;"New";"no";"Law Enforcement Record-Keeping and Evidence Management.";"A program focusing on the principles and procedures for managing records in police or other security offices, including storing and retrieving evidence and related data.  Includes instruction in administrative law and procedures, office management, report preparation, organizational software, database software, physical and digital evidence properties, controlled storage and retrieval, investigative file inventories, case management, security systems, and communications skills.";"";"Examples: - Business and Organizational Security Management "
"1356";43;43.0116;"New";"no";"Cyber/Computer Forensics and Counterterrorism.";"A program focusing on the principles and techniques used to identify, search, seize and analyze digital media and to conduct cyber investigations against criminal and terrorist activity.  Includes instruction in computer boot processes and drives, jumper setting, file access and reconstruction, hacking, network systems, cryptography, programming, investigative techniques, forensic imagery, web-based investigation methods, cyberterrorism, and applicable laws and administrative procedures.";"11.1003 - Computer and Information Systems Security/Information Assurance.";"Examples: - Internet Investigation "
